sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
80,"Columbia Lions",15,6.8,8.1,6.3,0.931,5.4,2.6,2.8,48.1,48.1,9.8,12.7,0.3,10.8,48,5.4,2.6,2.8,48.1,0,0,0,,0
80,"Marshall Thundering Herd",18,6.4,7.8,6,0.931,4.8,2.4,2.4,50,50,15.5,14.7,0.34,12.9,46.6,4.8,2.4,2.4,50,0,0,0,,0
80,"Appalachian State Mountaineers",15,7.7,10.2,7.2,0.931,5.7,2.9,2.9,50,50,11.2,18.1,0.44,16.4,50,5.7,2.9,2.9,50,0,0,0,,0
84,"UCLA Bruins",15,12.4,14.7,11.5,0.93,8.7,4.8,3.9,55,55,18.8,15.1,0.36,12.4,48.4,8.7,4.8,3.9,55,0,0,0,,0
84,"Purdue Fort Wayne Mastodons",18,6.3,7.8,5.9,0.93,4.2,2.2,2,52.6,52.6,19.3,15.8,0.45,14,49.1,4.2,2.2,2,52.6,0,0,0,,0
86,"Maryland Terrapins",17,6.1,6.7,5.6,0.922,3.9,2.1,1.8,53,53,17.5,19.4,0.59,14.6,48.5,3.9,2.1,1.8,53,0,0,0,,0
87,"Nebraska Cornhuskers",16,8.3,10,7.6,0.917,6.6,3.2,3.4,48.1,48.1,12,15,0.29,13.5,45.1,6.6,3.2,3.4,48.1,0,0,0,,0
88,"UCF Knights",16,8.1,9.8,7.4,0.915,4.9,2.6,2.3,53.2,53.2,21.5,19.2,0.61,15.4,47.7,4.9,2.6,2.3,53.2,0,0,0,,0
88,"West Virginia Mountaineers",16,8.1,9.4,7.4,0.915,5.3,2.9,2.3,56,56,18.5,18.5,0.55,14.6,51.5,5.3,2.9,2.3,56,0,0,0,,0
88,"St. John's Red Storm",18,5.9,7.8,5.4,0.915,4.2,2.2,2.1,51.3,51.3,17.9,15.1,0.36,14.2,47.2,4.2,2.2,2.1,51.3,0,0,0,,0
